247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,233,216,216,230,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,215,180,178,211,246,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,196,143,141,192,245,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,192,138,135,182,231,234,241,247,247,247,247,247
247,247,247,247,247,242,224,224,174,138,135,164,196,198,224,247,247,247,247,247
247,247,247,247,247,236,199,199,156,138,135,146,160,163,207,247,247,247,247,247
247,247,247,247,247,229,175,175,138,138,135,135,138,141,195,247,247,247,247,247
247,247,247,247,247,228,173,173,138,138,135,135,138,141,195,247,247,247,247,247
247,247,247,247,247,228,173,161,125,125,123,123,134,149,203,247,247,247,247,247
247,247,247,247,247,234,181,151,109,107,109,118,146,175,221,247,247,247,247,247
247,247,247,247,247,241,206,175,127,107,109,136,182,210,238,247,247,247,247,247
247,247,247,247,247,247,231,212,158,119,121,166,221,238,247,247,247,247,247,247
247,247,247,247,247,247,247,247,192,138,135,190,244,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,192,138,135,190,244,247,247,245,245,246,247,247
247,247,247,247,246,246,246,240,188,137,141,191,242,245,247,245,245,243,244,242
247,247,247,247,246,246,246,240,207,171,175,206,242,245,247,245,245,243,244,242
247,247,247,247,246,246,246,240,225,207,212,225,243,245,247,247,247,244,244,242
247,247,247,247,247,247,247,247,247,242,239,239,244,247,247,247,247,247,247,247
