247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,120,95,244,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,83,83,239,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,83,83,239,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,83,83,239,179,195,247,247,247,247,247,247
247,247,247,247,247,247,201,83,247,83,83,239,83,92,247,247,247,247,247,247
247,247,247,247,247,247,190,83,247,83,83,239,83,92,247,247,247,247,247,247
247,247,247,247,247,247,190,83,247,83,83,239,83,92,247,247,247,247,247,247
247,247,247,247,247,247,190,83,247,83,83,239,83,92,247,247,247,247,247,247
247,247,247,247,247,247,190,83,134,83,83,131,83,165,247,247,247,247,247,247
247,247,247,247,247,247,247,99,83,83,83,113,163,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,83,83,239,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,83,83,239,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,83,83,239,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,83,83,239,247,247,247,244,235,247,247,247
247,247,247,247,247,238,245,247,183,111,111,240,228,247,247,247,247,247,224,247
247,247,247,247,247,247,247,247,247,247,225,234,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
